,!Max Actual BP,!Mean Actual BP,Beats per Second (1000ms),Cumulative Perfusion Grad,Current Perfusion Grad,Decision,EGM Kurtosis,EGM Mean,EGM STD,EGM Skewness,Per Cum. Kurtosis,Per Cum. Mean,Per Cum. STD,Per Cum. Skewness,Per Kurtosis,Per Mean,Per STD,Per Skewness,!BP,Per_similarity
41,1.449,0.9632491666666666,1.0,14.749768261807429,23.155104018104325,0.0,4.409271330770886,0.15134860705646747,0.3023624205064822,2.4110069104294185,-1.376871553039741,0.4093279024864734,0.3170983262619544,-0.16828921814446884,-1.0627768113802205,0.64871938151209,0.1640306250462963,0.2951408326337834,[81.28113379],0.7251197703437798
42,1.458,1.0144258333333334,1.0,24.529628219548822,38.673326594140825,0.0,4.362464752309315,0.14847946402130952,0.30381332622462476,2.398597817666476,-1.1923221039282437,0.35498329316017424,0.3124896470449678,0.257236620381753,-1.2003645391264433,0.7093699148964027,0.20736300039914538,0.4431538607986217,[130.24319319],0.2758171070836398
43,1.458,1.0355025,2.0,24.529628219548822,38.673326594140825,0.0,1.6169367984541392,0.2156288294449335,0.3202385934807325,1.6473284670443982,-1.1923221039282437,0.35498329316017424,0.3124896470449678,0.257236620381753,-1.2003645391264433,0.7093699148964027,0.20736300039914538,0.4431538607986217,[130.24319319],0.2758171070836398
44,1.458,0.9787866666666666,2.0,24.529628219548822,38.673326594140825,0.0,2.264101659190273,0.19939426989393774,0.3176863469359523,1.835706358441164,-1.1923221039282437,0.35498329316017424,0.3124896470449678,0.257236620381753,-1.2003645391264433,0.7093699148964027,0.20736300039914538,0.4431538607986217,[130.24319319],0.2758171070836398
45,1.465,0.9882741666666668,1.0,24.529628219548822,38.673326594140825,0.0,3.8740573983560243,0.09485227056921931,0.1655218552206219,2.2844180034032595,-1.1923221039282437,0.35498329316017424,0.3124896470449678,0.257236620381753,-1.2003645391264433,0.7093699148964027,0.20736300039914538,0.4431538607986217,[130.24319319],0.2758171070836398
46,1.465,1.0290683333333335,1.0,31.86953111107824,33.8814200004064,0.0,3.8403412208281678,0.09132939355971889,0.1669817308672156,2.2787402726040398,-1.4298452713534413,0.33825459259809015,0.30626196214352464,0.11500236878389972,-1.03935344509102,0.6581874449237387,0.15795100531669173,0.526066331492294,[104.95637413],0.6071534537759182
47,1.465,1.0284375,2.0,31.86953111107824,33.8814200004064,0.0,-0.1136926858290912,0.16667812777408259,0.21878393606385652,1.2035362132450327,-1.4298452713534413,0.33825459259809015,0.30626196214352464,0.11500236878389972,-1.03935344509102,0.6581874449237387,0.15795100531669173,0.526066331492294,[104.95637413],0.6071534537759182
48,1.465,0.9743475,1.0,31.86953111107824,33.8814200004064,0.0,0.7478830066309934,0.13889970735748727,0.20746991365508044,1.5214811869378833,-1.4298452713534413,0.33825459259809015,0.30626196214352464,0.11500236878389972,-1.03935344509102,0.6581874449237387,0.15795100531669173,0.526066331492294,[104.95637413],0.6071534537759182
49,1.465,0.9928225000000002,1.0,31.86953111107824,33.8814200004064,0.0,3.8592532499473364,0.09728612403157615,0.17539589257739102,2.2824772177843498,-1.4298452713534413,0.33825459259809015,0.30626196214352464,0.11500236878389972,-1.03935344509102,0.6581874449237387,0.15795100531669173,0.526066331492294,[104.95637413],0.6071534537759182
50,1.465,1.0198958333333332,1.0,28.491103765959814,45.479083410176216,0.0,3.330109800534122,0.10292514464110128,0.17724242465846385,2.137056562878708,-1.4271687909023982,0.3505506246434881,0.3439775316566088,0.2610214096364058,-1.3932289924849444,0.6392311507629793,0.1824526771954123,0.43476477002321307,[131.3317092],0.4649688167029179
51,1.434,0.9962516666666666,2.0,28.491103765959814,45.479083410176216,0.0,-0.10858258264380316,0.17597475074951202,0.22777061344655586,1.2045585088091448,-1.4271687909023982,0.3505506246434881,0.3439775316566088,0.2610214096364058,-1.3932289924849444,0.6392311507629793,0.1824526771954123,0.43476477002321307,[131.3317092],0.4649688167029179
52,1.427,0.9498916666666668,1.0,28.491103765959814,45.479083410176216,0.0,1.5509303812700104,0.13134111888733285,0.20248626030945063,1.736747265578481,-1.4271687909023982,0.3505506246434881,0.3439775316566088,0.2610214096364058,-1.3932289924849444,0.6392311507629793,0.1824526771954123,0.43476477002321307,[131.3317092],0.4649688167029179
53,1.435,0.9825566666666669,1.0,27.765808978108545,0.6228394938176902,0.0,3.854578970920201,0.10284377379351213,0.1816471831023486,2.2762960723275065,-0.8130633400892289,0.5117494733171676,0.3024858783213111,-0.6479514957723572,-1.3794173925749578,0.6647887469392124,0.1598390416992321,0.07618309494039138,[2.56475362],0.6611043060692416
54,1.435,1.0132608333333333,1.0,31.79336581039622,48.03050155210668,0.0,2.5202428222026425,0.11775368631522909,0.18824762626326408,1.9503478683289546,-1.386508510303715,0.3122835323554596,0.33559414571107093,0.40364871490649845,-1.3887296276592183,0.6515032179153496,0.17379543178772083,0.4219457147241919,[125.73023065],0.8469093887700847
55,1.435,0.9838533333333334,2.0,31.79336581039622,48.03050155210668,0.0,-0.07937609600124729,0.1835644849773472,0.23505982306018047,1.21674270527473,-1.386508510303715,0.3122835323554596,0.33559414571107093,0.40364871490649845,-1.3887296276592183,0.6515032179153496,0.17379543178772083,0.4219457147241919,[125.73023065],0.8469093887700847
56,1.435,0.9526050000000001,1.0,31.79336581039622,48.03050155210668,0.0,3.187144392279797,0.11684104335880018,0.1899426669622108,2.1066909299989245,-1.386508510303715,0.3122835323554596,0.33559414571107093,0.40364871490649845,-1.3887296276592183,0.6515032179153496,0.17379543178772083,0.4219457147241919,[125.73023065],0.8469093887700847
57,1.482,1.0074474999999998,1.0,25.150034466482857,7.264358428611965,0.0,3.930768962112574,0.10322426659109418,0.18875555370471364,2.297193107567215,-0.8002523369720276,0.568513756586844,0.33799829907801765,-0.9120948513742991,-1.208048904913956,0.7173431147901386,0.1089620598892273,0.16730659003726392,[28.71475025],0.9505440548978421
58,1.482,1.0396416666666666,1.0,,42.752746154843194,0.0,2.744299799633408,0.15654616848614983,0.26312165725102493,1.9449919568824703,-1.7169741403225869,0.3471206977141336,0.3795802258262165,0.28333270452953535,-1.4090267551544509,0.7028891634856524,0.12587852893424067,0.3885728903326914,[104.85977764],0.9649236624299183
