Beats per Second (1000ms),BPM,EGM Mean RV,EGM STD RV,EGM Skewness RV,EGM Kurtosis RV,R-R Interval RV,BP,Max Actual BP,Mean Actual BP,Per Mean,Per STD,Per Skewness,Per Kurtosis,Current Perfusion Grad,Decision,Percentage change of,perfusion_consensus_max,perfusion_consensus_height,perfusion_mean
0,66.00660066006601,0.8421029619156926,1.4025385344623045,1.9977507159910666,2.5560231147096433,909,48.114272545597544,158.29999999999998,103.12750275027503,87.93369653553236,7.057401629277281,0.0,-3.0,0.12713452454160695,1,58.117498420720146,97.91442203553669,9.929206366699503,87.93369653553236
0,66.00660066006601,0.7756137685822379,1.373440472826342,2.011969692430841,2.5682687754678364,909,53.2060331316975,162.3,106.67997799779978,70.39267809779902,11.847168632809847,0.0,-3.0,0.435641750202845,1,57.917436845348114,84.51547755762915,14.201921056612747,70.39267809779902
0,106.38297872340425,1.198916849382899,1.4186191405879969,1.3226016114906425,0.35555008959300416,564,57.97570258987738,162.3,123.95673758865249,70.12511794468304,13.871044416071975,0.0,-3.0,0.7402737838116871,1,44.60874922982132,88.94913538735592,36.49549754191617,70.12511794468304
0,49.71002485501243,0.5126353752755416,0.9905401464723453,2.6963902196311595,6.310864833565903,1207,63.74133092343501,153.29999999999998,84.32096106048054,62.835536413577486,15.418731460846779,0.0,-3.0,1.1315618554500737,1,65.23157208088713,81.1907213420684,25.12067319099164,62.835536413577486
0,65.14657980456026,0.785559750882945,1.343452079817942,2.0446178634939116,2.709071709949458,921,61.69496061346071,153.8,100.54180238870792,63.461421596822134,16.004916107153214,0.0,-3.0,0.9895744634721055,1,57.802340702210664,79.83243393178437,20.682106286567006,63.461421596822134
0,66.815144766147,0.8281930078897718,1.4170262319318387,2.004642248866454,2.5594268399790483,898,60.66823668671569,162.0,106.75456570155903,64.42882670549717,15.8531975260481,0.0,-3.0,0.9196555938296257,1,57.77777777777777,81.5972562223762,22.071734251911018,64.42882670549717
0,67.0391061452514,0.8409229112948278,1.4957415160667027,2.0044627241798842,2.5395409901556123,895,61.93581207133225,162.0,108.2253631284916,62.678527584015846,14.677499032713097,0.0,-3.0,1.0061018378130966,1,56.41975308641975,77.97969139699232,23.74400337238908,62.678527584015846
0,66.74082313681869,0.8250488312700544,1.4437325379437187,2.0272184766606482,2.685021718269403,899,64.02430602879761,162.20000000000002,109.73715239154618,66.21368465974447,14.924603952303542,0.0,-3.0,1.1514806444404055,1,55.61035758323059,84.80442969812174,24.181093533248514,66.21368465974447
0,66.59267480577137,0.8216856738834512,1.4101827251278007,2.0036516799977413,2.5366825359624174,901,48.97358312601655,170.3,113.1128745837958,66.6493184550203,14.94757218358382,0.0,-3.0,0.17807524264854188,1,57.662947739283624,82.04430914620171,12.180346597160266,66.6493184550203
0,65.93406593406593,0.8387533998357297,1.4482454163683658,2.0362588203335257,2.6805130747985944,910,52.14346310924951,168.3,111.95879120879121,75.89455711655802,10.80030296327949,0.0,-3.0,0.36990421957603714,1,57.15983363042187,84.28789950182998,15.092092158702314,75.89455711655802
0,65.50218340611353,0.8474895671841,1.392188603229965,2.046938328979015,2.762124269010867,916,51.49847085501401,168.3,113.10185589519651,73.22565497198349,9.22684560053946,0.0,-3.0,0.3303592027836883,1,56.50623885918004,82.59653523405002,19.22690560201066,73.22565497198349
0,65.50218340611353,0.8258725239302832,1.3822411834188586,2.000619320956324,2.537628995753022,916,50.46376123020911,166.79999999999998,112.26648471615721,71.55168717396431,9.520318392374135,0.0,-3.0,0.26747368197510263,1,56.95443645083933,82.24888701577326,16.23565249588873,71.55168717396431
0,64.79481641468682,0.8246531363258544,1.3909709359603812,2.0733451938675316,2.855302917819375,926,51.819498708040165,167.6,112.04460043196543,70.481129054125,13.14849562595745,0.0,-3.0,0.3500082184770797,1,55.96658711217184,86.941432335036,20.790488177538535,70.481129054125
0,65.359477124183,0.8214676419691339,1.4651953147644294,2.0098164913737704,2.573962702091147,918,53.088989882142805,158.29999999999998,107.8702614379085,66.34458503580488,15.610834820403516,0.0,-3.0,0.42836421210618414,1,55.27479469361971,84.87903243775634,22.96032176889147,66.34458503580488
0,65.78947368421052,0.8903814395830881,1.43518719227639,2.0784379019936576,2.921477273467694,912,55.20009651266406,158.29999999999998,104.77697368421053,64.67264618778081,16.656237372366526,0.0,-3.0,0.5610515691218028,1,56.28553379658876,85.2938101279917,28.725840339036303,64.67264618778081
0,65.78947368421052,0.8148048363581323,1.3633382381982755,2.0732665462513324,2.8383991470419003,912,56.44101190347887,156.0,105.55010964912282,63.21853469709745,16.034727126470514,0.0,-3.0,0.6404894045691973,1,54.679487179487175,83.84125058562869,33.88188950171054,63.21853469709745
0,66.07929515418502,0.874720620140656,1.4069054524610354,2.0218797152741192,2.621484420192677,908,58.37529512294741,161.20000000000002,107.15704845814979,62.24098513620203,15.647004336969777,0.0,-3.0,0.7665421584558775,1,56.26550868486353,82.9821430512513,33.03796702944832,62.24098513620203
0,65.50218340611353,0.8449451485835136,1.462898349656545,2.045796532191288,2.739547552936304,916,56.9097535270443,164.7,109.01026200873362,65.97978073868953,13.078016535021776,0.0,-3.0,0.6707832986300293,1,56.58773527625986,82.66975684559833,31.325580046022367,65.97978073868953
0,65.86169045005488,0.8369236669377814,1.3956901458725284,2.043923336443535,2.7417213461809746,911,54.009015127541886,164.7,110.99418221734356,62.61772529067168,12.45847784917601,0.0,-3.0,0.4858169324211645,1,56.04128718882817,77.10372637982071,25.116735406174207,62.61772529067168
