Beats per Second (1000ms),BPM,EGM Mean RV,EGM STD RV,EGM Skewness RV,EGM Kurtosis RV,R-R Interval RV,BP,Max Actual BP,Mean Actual BP,Per Mean,Per STD,Per Skewness,Per Kurtosis,Current Perfusion Grad,Decision,Quality of prfusion,Perfusion Amplitude
0,131.00436681222706,0.5060295624567073,0.4226245917349311,0.7675199709582453,-0.7708783531035057,458,125.1402678152701,97.39999999999999,79.35764192139739,93.98353503621111,2.746486440862233,0.0,-3.0,13.202234301510165,2,,7.600684379550145
0,137.93103448275863,0.5123840533921555,0.3365117419461634,0.6262508176443928,-1.0573725107626002,435,96.25973182372715,80.2,67.2551724137931,87.86375128857304,2.628847289348141,0.0,-3.0,4.110846214211639,2,,3.02577620183483
0,137.93103448275863,0.4317408757399932,0.3359738416948834,0.40513138239937785,-1.3544083109277139,435,84.07830187319854,92.4,77.50436781609194,84.26677600931589,1.914183005635803,0.0,-3.0,2.7876318329266483,2,,2.049923942743362
0,136.986301369863,0.45819146918125786,0.34180822086803153,0.44767473158708615,-1.349790385014814,438,81.5685217364584,81.6,65.537899543379,76.30834522436227,3.713151348634341,0.0,-3.0,2.553243555166155,2,,1.583016985255128
0,139.86013986013987,0.4122552567475511,0.33776880097561224,0.4658072579267042,-1.2782234857637416,429,70.23343251907835,85.5,71.13403263403264,74.37048354226715,3.5089000103992696,0.0,-3.0,1.6074617417640367,2,,1.1618025382827426
0,136.986301369863,0.3915061237369883,0.28737993517871024,0.5407627109495761,-1.1625532673925203,438,72.27976935063535,86.9,68.66255707762556,74.25514137619881,3.4841020498607347,0.0,-3.0,1.7663853920112071,2,,1.0731976106587524
0,138.88888888888889,0.4527654659748197,0.29482563787018107,0.40184056435273513,-1.4064771731212729,432,46.86442172420533,83.3,68.87916666666668,67.58905739218835,2.4427450340320727,0.0,-3.0,0.0538182071538254,2,,0.039826539996738575
0,138.24884792626727,0.35832161949744845,0.28300465241191963,0.5102730378580091,-1.2768857340781792,434,81.42425653389319,99.0,77.63778801843318,64.25785886713146,1.2021601878485295,0.0,-3.0,2.54008596429358,2,,0.9582176920949621
0,136.986301369863,0.3909947590050612,0.28574490598682134,0.5170771357422064,-1.2725497534934538,438,66.91819546819568,100.2,76.71643835616439,62.2687068248563,0.6699176943332211,0.0,-3.0,1.3593553743928928,2,,0.4745935905236607
0,138.88888888888889,0.37910826234094136,0.3007297438448362,0.5412761934756462,-1.2502197612610322,432,112.90313008192346,117.10000000000001,92.60092592592594,64.35133746103689,1.854600253458357,0.0,-3.0,6.886601926253966,2,,4.178850934283773
0,136.36363636363637,0.38658908486121596,0.3130449797931244,0.5818062901495142,-1.1154113789811329,440,119.27116170219118,98.0,78.56613636363637,67.7634843819687,1.9962284378591808,0.0,-3.0,8.792600064769124,2,,4.067977045673231
0,139.53488372093022,0.4591254990926386,0.3721498415991289,0.5156350941102417,-1.3345817751756515,430,120.84504208836614,93.10000000000001,72.66953488372093,69.67793535561432,2.1493491098683855,0.0,-3.0,9.479553574645138,2,,4.341370286614662
0,137.93103448275863,0.4600194623209276,0.3570589454615316,0.4748970112146521,-1.2695905990101037,435,125.2183349713066,100.8,78.66068965517242,72.42533322085505,3.2818490064573442,0.0,-3.0,13.362333218491749,2,,8.836450504174536
