Beats per Second (1000ms),BPM,EGM Mean RV,EGM STD RV,EGM Skewness RV,EGM Kurtosis RV,R-R Interval RV,BP,Max Actual BP,Mean Actual BP,Per Mean,Per STD,Per Skewness,Per Kurtosis,Current Perfusion Grad,Decision,Quality of prfusion,Perfusion Amplitude
0,270.27027027027026,0.9058817450849099,0.5671799809783551,0.5756310956776672,-0.8368024181278013,222,48.595956477053086,118.5,95.85810810810811,90.57964904133703,1.060097460197089,0.0,-3.0,0.15563493988128954,2,,0.05948803900356836
0,183.4862385321101,1.0634186888361905,0.5027157683637477,0.4420497522199733,-0.7708149573256291,327,49.32699226948334,108.3,87.67094801223242,90.37093736816624,0.3469386134748315,0.0,-3.0,0.1991541998972635,2,,0.0545717949422766
0,175.95307917888562,1.2472228503786487,0.6872635588386974,0.47664215664862775,-0.9790134296403084,341,46.07932631106179,96.5,80.15571847507331,88.80439372335148,1.566389879837188,0.0,-3.0,0.00822462277786266,2,,0.002842225614244853
0,171.91977077363896,1.1633211133328267,0.7865637449436206,0.41969534669128356,-1.3016827059167486,349,0.0,92.4,73.92636103151864,87.22647809849195,1.4826075925358793,0.0,0.0,0.0,2,,0.0
0,194.1747572815534,1.0307091469864147,0.5688415220249963,0.5526203751156813,-1.0569348427904528,309,0.0,83.1,69.09482200647248,82.43421145851406,2.0380361410059713,0.0,0.0,0.0,2,,0.0
0,180.18018018018017,1.087075872416085,0.6826970272782394,0.5422987311255411,-1.1641008953247516,333,0.0,85.6,68.65345345345347,78.8922250050957,2.2716620901864135,0.0,0.0,0.0,2,,0.0
0,174.41860465116278,1.079262789966435,0.7195208138446236,0.42841691491902645,-1.0991448447259888,344,0.0,85.39999999999999,66.8718023255814,74.34571134158551,2.0920258271020216,0.0,0.0,0.0,2,,0.0
0,185.75851393188856,0.9872685963787554,0.584265278736116,0.5180978196125943,-1.033274213921022,323,0.0,81.0,66.6343653250774,70.61116860665899,2.079710728339325,0.0,0.0,0.0,2,,0.0
0,179.64071856287424,1.0030935616460857,0.6665729982291817,0.5742156050894932,-1.1273693978404637,334,0.0,80.9,67.1877245508982,66.37689720088811,2.6954580304745086,0.0,0.0,0.0,2,,0.0
0,175.43859649122808,1.005637455245833,0.6736304821662831,0.583658065239783,-0.8563641361428642,342,46.41841498647759,87.8,67.64035087719299,61.740136543890635,2.097352515731654,0.0,-3.0,0.027873828029707927,2,,0.014935246457824292
0,180.18018018018017,0.8509164502830113,0.5242807205629312,0.6795078310125698,-0.9136227285077365,333,46.28822083850177,89.4,68.53843843843845,62.47104500920106,1.683583965253727,0.0,-3.0,0.02032175321628129,2,,0.011385276736618266
0,184.04907975460122,0.7978716875632831,0.5363428484357516,0.624333744785426,-1.0419808974370892,326,0.0,90.3,69.4064417177914,63.47465991341505,1.804275858506497,0.0,0.0,0.0,2,,0.0
0,179.64071856287424,0.8636473066522319,0.44024380553434783,0.6750141829968997,-0.8980100071590109,334,101.95263060718611,83.1,69.44970059880238,65.0983920729007,1.1150987249051465,0.0,-3.0,4.880010280616717,2,,1.7758790744145472
0,174.41860465116278,0.8689168053358567,0.5409077098261744,0.34199670134519833,-1.1739060274194044,344,91.97240948495883,94.1,70.3843023255814,67.06673909924508,1.2997053618499637,0.0,-3.0,3.603919852491322,2,,0.9951369723907675
0,185.75851393188856,0.82806729224388,0.5377351224042097,0.562600425663566,-1.0976483938549884,323,113.21227382553533,89.0,70.66687306501548,69.72125575793511,1.381117550975765,0.0,-3.0,6.960001836720056,2,,2.734502339406532
0,180.18018018018017,0.9053830466476978,0.5243215766180438,0.5678550463244157,-1.014343852878379,333,124.1907483988176,87.4,70.66636636636638,71.87334681889133,2.144070156794822,0.0,-3.0,11.826126376117498,2,,3.81084016355976
0,179.64071856287424,0.8924730599617668,0.5626594205965804,0.4691406065286819,-1.0375186982525337,334,122.72347011728266,90.10000000000001,69.83712574850298,72.55776566580734,1.7507074491732602,0.0,-3.0,10.559971227987354,2,,3.2064567720888846
0,179.64071856287424,0.9172772645698493,0.4737874005545669,0.49819939100078753,-0.9468182370014602,334,107.41334800327847,91.8,70.14640718562875,71.50816105430673,1.6555491286467126,0.0,-3.0,5.764315430186244,2,,1.8675212811469208
0,174.9271137026239,0.8622772769947413,0.5454858812995694,0.4532223105589161,-1.1616229765808856,343,79.40687877045096,89.0,71.20758017492712,70.49201714426208,0.7616324136617435,0.0,-3.0,2.35946732298655,2,,0.8858810025493256
0,172.9106628242075,0.9352387361891688,0.6356101939675991,0.560918568301297,-1.2118126450137514,347,103.7223903633647,93.4,72.36916426512968,69.32147303239378,0.8410104450744021,0.0,-3.0,5.147837212686229,2,,1.414401262196364
0,193.5483870967742,0.8567234536032222,0.6081419020777012,0.6635483072952499,-0.9684326857477057,310,120.41010565748525,86.9,71.03645161290322,69.4353865631665,1.3281650815911854,0.0,-3.0,9.274957411865609,2,,3.592765349628749
0,180.72289156626505,0.9936209827518729,0.7408563582471658,0.6601788180660292,-0.9953018841900563,332,122.98242695153417,84.0,68.87590361445783,70.34512814958117,1.1012765400171944,0.0,-3.0,10.745182063058875,2,,2.561878983982382
0,179.64071856287424,1.2498189043447507,0.9770424811555906,0.6511674193051775,-1.0688953041083895,334,121.78486504809938,81.8,66.95119760479042,69.47920926449653,1.3614432684510875,0.0,-3.0,9.972538890697384,2,,3.3584071304515675
0,179.64071856287424,1.2613080326046595,1.0217496113387758,0.6754127411453819,-0.9152079255320826,334,125.84898259948703,79.9,65.26167664670658,70.54800940922405,1.7650801817751651,0.0,-3.0,15.454105840158704,2,,5.33571904918162
