Beats per Second (1000ms),BPM,EGM Mean RV,EGM STD RV,EGM Skewness RV,EGM Kurtosis RV,R-R Interval RV,BP,Max Actual BP,Mean Actual BP,Per Mean,Per STD,Per Skewness,Per Kurtosis,Current Perfusion Grad,Decision
0,104.52961672473867,0.16544174071241116,0.20875826897850489,1.2461220447597092,0.0011269514298435368,574,0.0,94.6,82.81289198606272,93.91793052811656,2.0743101868544462,0.0,0.0,0.0,3
0,107.14285714285714,0.17595911410135606,0.22290027515279093,1.2015993536287901,-0.08650389903850142,560,116.37315768530827,118.30000000000001,90.41517857142857,91.35339189116078,1.4077803331315943,0.0,-3.0,7.8029180223989965,3
0,98.19967266775778,0.13096029903696693,0.17760052330184195,1.5276732248180722,0.8447228504234889,611,130.27267198009235,118.30000000000001,89.46432078559738,86.96372396207485,7.204948691493308,0.0,-3.0,25.996039114275963,3
0,103.09278350515464,0.1496647983574549,0.18491613441251636,1.365557310113803,0.3973619956262677,582,127.99275294699065,89.7,78.02491408934708,83.16493521263351,5.091956089709128,0.0,-3.0,22.955798912699297,3
0,103.27022375215147,0.133842165569906,0.1582108400039631,1.328249191246243,0.2757079051593352,581,128.28188231841966,93.60000000000001,78.62805507745266,75.84626050673906,6.336288205395144,0.0,-3.0,23.419363253262972,3
0,103.27022375215147,0.13481597151782182,0.16568482790502712,1.2776015723097067,0.15145072519616587,581,132.34609018842377,99.4,81.4092943201377,76.50314545572365,7.100348829973419,0.0,-3.0,28.166001064057763,3
0,102.21465076660988,0.15669243986090067,0.2041896021460564,1.335706402176561,0.2843916330283216,587,137.0640263849061,112.3,86.82657580919931,70.14415870326357,9.483189830825697,0.0,-3.0,32.8007813910201,3
0,101.86757215619694,0.16517524576239567,0.22426925925926042,1.3260308358174067,0.21315260091603694,589,139.95294680777738,88.1,82.28268251273344,69.08780399509342,11.731364929661925,0.0,-3.0,42.002503677247645,3
0,104.52961672473867,0.17547855886896335,0.21786962719135047,1.2374657552056045,-0.04096575198011054,574,140.25373080775594,86.5,78.29547038327527,67.92496166832477,9.341053162071088,0.0,-3.0,37.3322294997955,3
0,99.50248756218906,0.1267884836279213,0.1799316966610555,2.104943023890872,3.2185258294217594,603,140.5946667383671,112.79999999999998,81.27611940298507,62.12672057818658,11.573464762019007,0.0,-3.0,40.28641272762032,3
0,105.07880910683012,0.09087408865297164,0.11475755641205708,2.2457512640447046,4.272634189001416,571,140.36014386435528,83.6,79.43607705779334,68.57890113684594,12.051959887881333,0.0,-3.0,41.1355909892443,3
0,102.91595197255575,0.14726259608923595,0.19036283929504486,1.3494217783088662,0.39436171127055575,583,140.66797411671314,103.49999999999999,77.33173241852488,66.64469757112556,10.20740925456501,0.0,-3.0,39.18108105345353,3
0,102.56410256410257,0.16095923781013247,0.21065748583755486,1.343840418783477,0.36571144978443604,585,140.11931013332128,105.0,81.38786324786325,68.2965259232886,10.169592300320165,0.0,-3.0,37.01044484930495,3
0,103.80622837370242,0.15587308094266136,0.2056702563356462,1.3438863984883354,0.33122362870157973,578,111.84478476439016,95.89999999999999,79.58321799307959,68.34513527992901,9.346899528076719,0.0,-3.0,55.46618333437891,3
0,102.04081632653062,0.1713339208238262,0.2215137585865545,1.3765553093614291,0.42867769814634116,588,138.90518610365098,112.9,85.7794217687075,62.037242535884786,10.549104080292407,0.0,-3.0,34.97475442288283,3
0,102.56410256410257,0.146130728894648,0.1894205503876591,1.3278565981999717,0.20305942279701927,585,140.461460771156,111.00000000000001,84.8705982905983,68.78411323249642,11.880686902049487,0.0,-3.0,40.834870717108274,3
0,103.27022375215147,0.13874858389613404,0.18087517208287804,1.3243908135692113,0.2115615324654323,581,138.14936290492744,92.80000000000001,76.2907056798623,65.04642366715767,9.415832212501194,0.0,-3.0,34.01593412547116,3
0,103.09278350515464,0.13959502962315282,0.17302361410351982,1.2835247527468057,0.08922917594924451,582,140.67156791169742,94.89999999999999,77.57955326460481,61.52046611238527,11.151546785693265,0.0,-3.0,39.556157630722524,3
0,103.27022375215147,0.14934882038115038,0.18985289387264137,1.3493448301968674,0.3824753156206824,581,125.99594165228675,99.5,79.58984509466437,63.54222847590417,7.24479714977919,0.0,-3.0,16.377401118277007,3
0,102.73972602739725,0.16592617125172135,0.2132041545307225,1.327434533909775,0.247712683543583,584,136.77178149506688,110.80000000000001,81.10188356164383,57.84823374587292,8.45392010090035,0.0,-3.0,32.49373610306157,3
0,102.21465076660988,0.16015597087240097,0.2136624229621404,1.3089450193398684,0.15026829430334798,587,140.53133551141383,110.2,84.009199318569,65.2781458640913,9.14788865772591,0.0,-3.0,38.217959986836725,3
0,103.62694300518135,0.1601132066120588,0.2015788846523186,1.3864908564083482,0.47595795581531286,579,139.7894225664083,88.1,74.23644214162348,61.48605656916583,6.7259941804285885,0.0,-3.0,42.274271106152646,3
0,102.21465076660988,0.12705417057448237,0.1611143581262853,1.482941566249498,0.8807889619630123,587,140.2982139631546,108.60000000000001,82.8045996592845,59.25618092187166,9.320724827656496,0.0,-3.0,37.44901735585424,3
0,103.62694300518135,0.13149583956161306,0.15955308357353726,1.44881797804721,0.8981631620896806,579,140.2973262275775,108.1,83.41312607944732,65.4434913158303,9.44951946983035,0.0,-3.0,37.4466253149549,3
