Beats per Second (1000ms),BPM,EGM Mean RV,EGM STD RV,EGM Skewness RV,EGM Kurtosis RV,R-R Interval RV,BP,Max Actual BP,Mean Actual BP,Per Mean,Per STD,Per Skewness,Per Kurtosis,Current Perfusion Grad,Decision
0,68.25938566552901,0.34415578076302455,0.5221140979373877,1.744014870627063,1.6070647602734462,879,20236.59474367696,159.8,104.23924914675769,88.99584917262955,3.7977159828520537,0.0,-3.0,44.966493311390614,1
0,67.0391061452514,0.3718119538703165,0.5617669580439635,1.7424981034895204,1.5861856815045439,895,18143.275609733042,150.8,102.56893854748603,73.56612804905355,3.3260650965366385,0.0,-3.0,40.315057532428526,1
0,68.25938566552901,0.38909759152807083,0.571110904037718,1.7367548377269195,1.5553761450317953,879,19508.718181575747,145.70000000000002,100.25130830489192,71.83629749847279,3.8654841865955842,0.0,-3.0,43.34912354262214,1
0,68.72852233676976,0.3727410575025801,0.5271863547761608,1.7147743886109819,1.5126900487368893,873,20690.15304753395,152.4,102.69495990836197,71.3875264193009,5.237882264401039,0.0,-3.0,45.97431733984201,1
0,68.3371298405467,0.35261355618487566,0.5214906492603222,1.7305402432556625,1.5482266239629965,878,17975.937641290842,161.1,105.83337129840545,72.60366093212177,5.712375909901431,0.0,-3.0,39.94322611839831,1
0,68.18181818181819,0.37638076642272,0.5682650827130161,1.7248972562987634,1.496925515634885,880,17492.199984229577,157.20000000000002,106.1375,72.2163826340228,6.848908816654393,0.0,-3.0,38.86834240420475,1
0,68.1044267877412,0.39966431677719727,0.5525894546511503,1.771792533319737,1.6709805876269863,881,16931.335470539874,160.9,106.25879682179341,69.6728860071489,7.852761210337614,0.0,-3.0,37.62207984259939,1
0,67.87330316742081,0.37287525837985447,0.5269801178042524,1.7261551052642445,1.5388850778173833,884,17395.844767270763,160.9,108.23529411764706,72.305586225814,8.705801205818812,0.0,-3.0,38.65423739919892,1
0,67.26457399103138,0.3744895065765174,0.5559981644830235,1.737337032376303,1.5814835978565736,892,20115.453786037466,162.79999999999998,108.55257847533632,72.03484817161745,8.989981013250269,0.0,-3.0,44.69731343550592,1
0,67.26457399103138,0.3916944134275293,0.5933863460961492,1.7282457412489756,1.5102504827244125,892,17279.117161123097,162.79999999999998,108.11995515695067,71.71620882340865,8.907021554252392,0.0,-3.0,38.39486416039185,1
0,67.49156355455568,0.38632925249504774,0.5852682657002886,1.6950369473980984,1.4237009670365097,889,17109.237148886594,157.8,107.74263217097862,70.59422464083843,9.29441278965318,0.0,-3.0,38.01738422709632,1
0,67.87330316742081,0.373517112901634,0.5686895385238683,1.7206348201210917,1.5203952954628859,884,17319.57322376689,157.8,108.43156108597285,71.94765374602153,8.664326633076943,0.0,-3.0,38.48475909050828,1
0,67.1892497200448,0.3812874319741535,0.5986128573733757,1.7499287103621273,1.6007645921131264,893,20104.53451240878,165.2,109.49686450167972,72.17159150297135,8.785969827736507,0.0,-3.0,44.67305038874292,1
0,66.51884700665188,0.3956138237637514,0.6015681949244776,1.7540194252666064,1.612203118895283,902,17053.763335854284,165.2,108.42172949002219,71.9162074861915,9.15069924953869,0.0,-3.0,37.89411927692707,1
0,67.34006734006734,0.3862861767605034,0.5528708651294504,1.7865295006119792,1.7589038586906671,891,17053.838000852113,162.3,109.56936026936027,71.99446898285976,10.390024000389197,0.0,-3.0,37.89428518542937,1
0,66.3716814159292,0.38997663288797063,0.5649073473955271,1.7739470803473074,1.6977941915439798,904,17093.283168661023,169.6,110.77278761061946,71.83157309652906,9.884980116457834,0.0,-3.0,37.98193386826916,1
0,66.29834254143647,0.3851668457858342,0.5832060285392007,1.7642459795094572,1.6622524914552077,905,16809.227043330924,161.1,108.47779005524862,72.04575840475611,10.279278370427704,0.0,-3.0,37.35075021205119,1
0,67.0391061452514,0.37991183552978314,0.5339557764044087,1.7597229047120553,1.6718333062171302,895,17019.390833085276,161.1,108.65888268156424,71.33053829960728,10.269654353640409,0.0,-3.0,37.8177422512745,1
0,66.44518272425249,0.35460227688119667,0.5304091587513374,1.7857406261674105,1.7515682047809387,903,16578.687568226975,163.39999999999998,110.75127353266888,68.8463005156797,9.655717794973548,0.0,-3.0,36.83848261483045,1
0,67.79661016949153,0.4055245732323585,0.5876903941220752,1.6552779182899713,1.2555109296989402,885,16909.627978942684,163.39999999999998,111.17333333333333,69.39777920066412,10.258906129586189,0.0,-3.0,37.57384495980039,1
0,68.80733944954129,0.4046371876711828,0.5606614092255481,1.715141867679932,1.5276589785548742,872,19645.386279398255,163.2,108.36800458715595,70.02698221000888,10.662509539395284,0.0,-3.0,43.65280532231169,1
0,68.41505131128848,0.3562574074446297,0.5123639815308519,1.7478537067946571,1.5831388905448245,877,19615.97730812379,168.6,110.6115165336374,70.24799057592544,11.117358363117585,0.0,-3.0,43.58745745490326,1
0,68.3371298405467,0.3552426264838302,0.5293803368165021,1.7054749292259037,1.4365637030503988,878,17013.735555787847,162.1,110.62881548974944,70.13450896636199,10.26736917523281,0.0,-3.0,37.80517600720084,1
0,68.3371298405467,0.3701827068900488,0.5618974857125645,1.6876432620806914,1.368108089444645,878,16592.208833117067,159.9,109.95182232346241,68.24659957040453,9.932842621232606,0.0,-3.0,36.86852738644065,1
0,68.88633754305395,0.36813391039837867,0.5719781132164684,1.6560169885644402,1.268627753793016,871,16898.621046562363,163.79999999999998,109.13076923076922,72.1038143898825,9.715653457229488,0.0,-3.0,37.54938713191346,1
