Beats per Second (1000ms),BPM,EGM Mean RV,EGM STD RV,EGM Skewness RV,EGM Kurtosis RV,R-R Interval RV,BP,Max Actual BP,Mean Actual BP,Per Mean,Per STD,Per Skewness,Per Kurtosis,Current Perfusion Grad,Decision,predictedbp,actual_theta,npargmax
0,92.5925925925926,0.024589235609431992,0.02892146408857702,1.8833343062304986,2.436179832301094,648,50,81.75618676329074,78.08859710210241,81.66522078888335,7.385937608091772,0.0,-3.0,88.77648053379517,1,9.0,4.682154361933124,16.0
0,41.69562195969423,0.021261269127646604,0.0262414974051442,2.6678473462343564,6.109218226944334,1439,62,99.25328991603861,51.59655202827007,59.72370593212352,23.900383028110827,0.0,-3.0,76.07407724493667,1,35.0,0.40329869150985215,215.0
0,41.608876560332874,0.020264521995950708,0.02675738510102702,2.5863573758400396,5.491270351032236,1442,85,97.91257304913454,51.55705245118343,59.882396641524664,25.470511270703437,0.0,-3.0,78.65478736942977,1,49.0,0.4984039509530457,247.0
0,42.10526315789474,0.019488979777134673,0.0256446611664226,2.744037855421068,6.400416625314854,1425,90,98.74890919977697,52.87940078762664,61.295974509557276,25.954538194562687,0.0,-3.0,79.43173200661792,1,53.0,0.5359868319641871,254.0
0,42.342978122794634,0.024848860199391403,0.03897542854018813,2.897996120273741,7.436681659759097,1417,94,98.65396750365475,52.23551108633753,62.22678328569853,24.57407931511552,0.0,-3.0,79.88404049344817,1,57.0,0.5604924715370083,262.0
0,42.94917680744452,0.02021389907917553,0.02391018499593589,2.5528249895188733,5.198395017760694,1397,61,98.95130943966484,54.996224892119976,64.67839919600097,22.726704436687413,0.0,-3.0,30.37072563179263,1,,,
0,42.82655246252676,0.020894562415653087,0.02104539898858518,2.337766367746533,5.287507633007989,1401,79,96.98775993810776,54.068417519855615,65.06610660004858,23.73002087758104,0.0,-3.0,36.001371218296434,1,,,
0,42.82655246252676,0.022353302308269214,0.028730928316745202,2.7430058909811383,6.761427588579275,1401,76,98.41591369503834,47.611043864972665,65.25813178004864,24.509426400705056,0.0,-3.0,34.48174543025537,1,,,
0,43.16546762589928,0.022505186423605036,0.02796255050392557,2.5215166621530605,5.062412648762779,1390,76,97.57444088158084,52.31755927985763,65.7680289376881,24.175552575277425,0.0,-3.0,33.97996533989711,1,,,
0,43.604651162790695,0.022501176507040425,0.031438146148934594,2.9965352732580213,8.793831095998161,1376,78,98.72876187339043,56.016776228368734,66.59537031925815,22.718241475243513,0.0,-3.0,34.636167442885196,1,,,
0,43.10344827586207,0.026963764486647234,0.037543737056994674,2.626847625230228,5.6529995832439734,1392,76,97.43221765431103,50.95946618493368,66.33514334679825,23.85994575982356,0.0,-3.0,35.046912621317624,1,,,
0,44.84304932735426,0.032568258191013104,0.0520754974514098,2.7942956477929264,6.937621864517576,1338,73,98.72255495651872,56.04064556047704,65.68996459626901,24.199190829966295,0.0,-3.0,35.09371400491251,1,,,
0,43.63636363636363,0.02658521888075384,0.051159937618313715,3.011223806867769,7.956481466134132,1375,68,98.64787763891734,51.17368932399985,65.39109019800172,24.447639709469648,0.0,-3.0,33.68697904714651,1,,,
0,44.44444444444444,0.0271192911075618,0.041636586948804385,2.8493346203791194,7.197694733669241,1350,73,98.94876818718753,56.824618447680024,67.72356582716495,22.188234925789487,0.0,-3.0,35.032648425169995,1,,,
0,44.0852314474651,0.021579157574427563,0.02833210336552031,2.6143425392364468,5.888588337711058,1361,71,97.3120381471973,49.83426675621409,67.70769606711757,22.299922324140738,0.0,-3.0,35.59780058490034,1,,,
0,43.54136429608128,0.024984242161765913,0.02788651958020241,2.5818966219574846,5.5878408977560206,1378,71,98.82245411507401,55.36302032785099,67.91787442064918,22.475508575367236,0.0,-3.0,35.79348527472851,1,,,
0,44.24778761061947,0.020959019638722244,0.02631413594116336,2.545272953275911,5.592441521319646,1356,72,96.54029016068573,50.11471572050801,68.59597635305444,22.578206109188606,0.0,-3.0,34.90731139727023,1,,,
0,42.918454935622314,0.019668819139350768,0.024025620421040308,2.618512080023989,5.947561469942556,1398,76,98.9935286069136,50.64440383891638,67.08360565238833,24.158709303105407,0.0,-3.0,34.92021202035942,1,,,
0,42.82655246252676,0.017374198963314068,0.020488199198728463,2.370169313305333,4.641734074159307,1401,78,97.36688052591292,51.74278617855019,67.17364967503553,24.202059781880717,0.0,-3.0,35.09829855764685,1,,,
0,83.68200836820084,0.0430805525545312,0.01659433034922399,1.073430307459865,0.9885098373036345,717,79,98.88639197846445,69.21120272874401,65.74765250410705,25.81229102558687,0.0,-3.0,35.327368284833184,1,,,
0,89.28571428571429,0.05009102952843223,0.030760401963316485,2.639097286738189,7.078018055520584,672,105,52.853308526734835,37.92017251566067,65.280682018609,24.151672566551206,0.0,-3.0,48.874423945029285,1,,,
0,42.73504273504273,0.03396018626620362,0.04153366769144917,2.4711089560691604,5.007168714655643,1404,61,96.26711915082373,50.17610077292545,63.57447423073094,25.77381728459596,0.0,-3.0,29.067481112179504,1,,,
0,42.73504273504273,0.02413021910016614,0.03483230950693428,2.97730474704915,7.912945622771478,1404,61,98.89619047631479,50.30400266918961,63.630590453549566,25.780528700590853,0.0,-3.0,28.97336526936665,1,,,
0,42.857142857142854,0.02620702260694483,0.0367193385417025,2.728261869619979,6.190548230536974,1400,60,95.52841254529295,50.156038180862836,64.30583721012027,24.575435930466554,0.0,-3.0,29.229360497670903,1,,,
