!Max Actual BP,!Mean Actual BP,Beats per Second (1000ms),Cumulative Perfusion Grad,Current Perfusion Grad,Decision,EGM Kurtosis,EGM Mean,EGM STD,EGM Skewness,Per Cum. Kurtosis,Per Cum. Mean,Per Cum. STD,Per Cum. Skewness,Per Kurtosis,Per Mean,Per STD,Per Skewness,!BP,Per_similarity
1.226,0.950415,2.0,54.120628743997194,56.02557820875207,0.0,1.3410591719632974,0.06948687296128489,0.05631751870898909,1.5303292946392673,0.38492851653803317,0.6842569289665028,0.2526210637623579,-1.0580920605444122,-0.9670408411775355,0.7117005509452698,0.20306830454824865,-0.6682811066845493,[180.69742614],0.20386595328388302
1.226,0.9618433333333333,2.0,54.120628743997194,56.02557820875207,0.0,1.6792976988768817,0.06654424944002728,0.056247116907554566,1.6511532409895748,0.38492851653803317,0.6842569289665028,0.2526210637623579,-1.0580920605444122,-0.9670408411775355,0.7117005509452698,0.20306830454824865,-0.6682811066845493,[180.69742614],0.20386595328388302
1.226,0.9597675,2.0,54.120628743997194,56.02557820875207,0.0,-0.7376649362582768,0.08758430939746503,0.07220189066443383,0.900084050523882,0.38492851653803317,0.6842569289665028,0.2526210637623579,-1.0580920605444122,-0.9670408411775355,0.7117005509452698,0.20306830454824865,-0.6682811066845493,[180.69742614],0.20386595328388302
1.226,0.9521216666666668,2.0,54.120628743997194,56.02557820875207,0.0,-0.4932788468077187,0.08386197556744272,0.0688213034281383,1.0355611958060946,0.38492851653803317,0.6842569289665028,0.2526210637623579,-1.0580920605444122,-0.9670408411775355,0.7117005509452698,0.20306830454824865,-0.6682811066845493,[180.69742614],0.20386595328388302
1.226,0.9389691666666666,2.0,54.120628743997194,56.02557820875207,0.0,-0.9073253873743958,0.0894112154611796,0.07108897695495472,0.7705262007569109,0.38492851653803317,0.6842569289665028,0.2526210637623579,-1.0580920605444122,-0.9670408411775355,0.7117005509452698,0.20306830454824865,-0.6682811066845493,[180.69742614],0.20386595328388302
1.226,0.9344633333333333,2.0,54.120628743997194,56.02557820875207,0.0,-0.685920483433518,0.08432989220990714,0.07068996978563394,0.902461251893169,0.38492851653803317,0.6842569289665028,0.2526210637623579,-1.0580920605444122,-0.9670408411775355,0.7117005509452698,0.20306830454824865,-0.6682811066845493,[180.69742614],0.20386595328388302
1.225,0.9328208333333333,2.0,54.120628743997194,56.02557820875207,0.0,-0.4972542341038322,0.07783576454081474,0.07211897396964922,1.0273798638417393,0.38492851653803317,0.6842569289665028,0.2526210637623579,-1.0580920605444122,-0.9670408411775355,0.7117005509452698,0.20306830454824865,-0.6682811066845493,[180.69742614],0.20386595328388302
1.065,0.9131408333333333,2.0,54.120628743997194,56.02557820875207,0.0,-0.38047549311987616,0.07650360602502058,0.06404642233246184,0.9312002477191669,0.38492851653803317,0.6842569289665028,0.2526210637623579,-1.0580920605444122,-0.9670408411775355,0.7117005509452698,0.20306830454824865,-0.6682811066845493,[180.69742614],0.20386595328388302
1.065,0.902725,2.0,51.626385033456366,58.03423110413047,0.0,0.8538603235193327,0.06518803862890872,0.06022513018385056,1.3968307690529498,-1.7792734132830916,0.293402567999629,0.31372399588049205,0.24525649108888523,-0.7383827153677078,0.6724307084546866,0.12237473609965824,-0.8755157689293455,[100.11732434],0.7350889359326487
1.065,0.8971475,2.0,47.34452317537496,60.177959406798166,0.0,-0.5083190925755083,0.08410156856385055,0.0706174031759294,0.8876637243020207,-1.7792734132830919,0.3194162581428154,0.34153942665520776,0.24525649108888503,-0.7383827153677069,0.7186639072993027,0.13322473815640498,-0.8755157689293471,[103.81556135],1.0
1.168,0.9212233333333334,2.0,55.14855312705054,30.42090835269076,0.0,0.4592235355949996,0.07285479115681934,0.064506878330528,1.2436197961962026,0.0040975084969541165,0.6552827287422418,0.3361874562347359,-1.3180438280507827,-0.9748467926799416,0.7137905421164465,0.08421061455224255,-0.2331825516218075,[75.98249931],0.3452123191482096
1.168,0.9348516666666667,2.0,50.16181406072628,22.244794786938066,0.0,0.38256641309778594,0.07508765486147168,0.06406826619311756,1.2155078836566566,-0.03972481900503988,0.419011076446457,0.21602224236528775,-1.2858853808463284,-0.9547331749351344,0.5183411255158956,0.05887527760361777,-0.24874599873570888,[55.56096764],0.9622378263285953
1.168,0.9355483333333332,2.0,50.42990706574855,22.342042110915788,0.0,-0.7910269567916477,0.09016174659645079,0.0756889092306674,0.8342610019083573,-0.4072783136501288,0.26904787441602235,0.1451744987751428,-1.0193355075534396,-0.7643719169314172,0.4405396332954709,0.06102197772799768,-0.37548903134329265,[55.80386291],-0.33214362652534435
1.168,0.9417508333333334,2.0,50.42990706574855,22.342042110915788,0.0,-0.7568946107577172,0.08788722315053919,0.0764387709847646,0.8728382036904881,-0.4072783136501288,0.26904787441602235,0.1451744987751428,-1.0193355075534396,-0.7643719169314172,0.4405396332954709,0.06102197772799768,-0.37548903134329265,[55.80386291],-0.33214362652534435
1.168,0.94461,1.0,50.42990706574855,22.342042110915788,0.0,-1.177680843734784,0.10128725788580327,0.07643822454171864,0.5012761564368657,-0.4072783136501288,0.26904787441602235,0.1451744987751428,-1.0193355075534396,-0.7643719169314172,0.4405396332954709,0.06102197772799768,-0.37548903134329265,[55.80386291],-0.33214362652534435
1.168,0.9616116666666666,2.0,39.73416117542913,50.42369178842869,0.0,0.12747585538955386,0.0750063735284889,0.06400244137892909,1.1258716273755114,-1.0740599034674339,0.628686386931922,0.2646205802653447,-0.30085953983486696,-1.0740599034674339,0.6608325880378566,0.2646205802653447,-0.30085953983486696,[263.61163892],0.9185586535436916
1.046,0.9448333333333335,2.0,39.73416117542913,50.42369178842869,0.0,0.13067892637200673,0.07867469927006497,0.062459644147868025,1.0706480710238457,-1.0740599034674339,0.628686386931922,0.2646205802653447,-0.30085953983486696,-1.0740599034674339,0.6608325880378566,0.2646205802653447,-0.30085953983486696,[263.61163892],0.9185586535436916
1.036,0.9389724999999999,2.0,39.73416117542913,50.42369178842869,0.0,-0.4379828448581833,0.07409850130774491,0.0576728652935267,0.9112959161622533,-1.0740599034674339,0.628686386931922,0.2646205802653447,-0.30085953983486696,-1.0740599034674339,0.6608325880378566,0.2646205802653447,-0.30085953983486696,[263.61163892],0.9185586535436916
