Beats per Second (1000ms),BPM,EGM Mean RV,EGM STD RV,EGM Skewness RV,EGM Kurtosis RV,R-R Interval RV,BP,Max Actual BP,Mean Actual BP,Per Mean,Per STD,Per Skewness,Per Kurtosis,Current Perfusion Grad,Decision,predictedbp,actual_theta,npargmax
0,109.89010989010988,0.377077835179681,0.45373522293570634,1.9196555785537348,2.7160737648479776,546,50,96.39329160614169,83.66260064485523,95.31800742406834,1.2813676413409616,0.0,-3.0,13.369707289612256,2,0.0,0.023767495999651753,75.0
0,83.68200836820084,0.5989586398318552,0.542011407364305,1.3285572440530742,0.26692370503440355,717,50,94.34891391665253,83.38409974940826,93.21286590364785,3.3427460887579477,0.0,-3.0,22.771652599868844,2,2.0,0.041977923354812256,153.0
0,83.91608391608392,0.5895346475152793,0.6703427732996571,1.4254128766487768,0.7146576512967044,715,50,86.43557421898717,60.598968712342014,82.80893610544916,8.652466065389442,0.0,-3.0,55.8718908091027,2,14.0,0.14754341153086212,228.0
0,83.79888268156425,0.6287647084637867,0.6462840623057462,1.5530261819625448,1.139264156984435,716,94,90.76597125829448,64.57922265835857,81.1065535108723,5.618802510706354,0.0,-3.0,68.8369241741337,2,37.0,0.25830901355563296,341.0
0,84.38818565400844,0.5126059813951661,0.5674120545406096,1.4032570776195046,0.501943779450678,711,102,92.07436049884723,65.02430360194398,81.30585020669729,5.321816183313349,0.0,-3.0,67.82941302285391,2,37.0,0.24540255589058782,362.0
0,83.79888268156425,0.461632287835091,0.5807314299151717,1.3518718953392885,0.34213269513945743,716,111,90.20400770354024,63.93546542392139,78.95535216676605,6.2480825947011995,0.0,-3.0,69.34399009606172,2,40.0,0.2652580628611153,367.0
0,83.10249307479225,0.4583585218212466,0.5869994049549325,1.3827246936971114,0.38919784559283555,722,130,86.76790722825257,61.36113225914921,76.09681559130452,7.633010957221627,0.0,-3.0,75.08623504730099,2,56.0,0.37546459651992947,367.0
0,83.21775312066575,0.48376943680214907,0.5928452144590299,1.3380790604315351,0.2918251810845196,721,63,85.75075212125957,62.076843938851546,73.00214346878758,8.806039741707032,0.0,-3.0,21.83918416634457,2,,,
0,84.26966292134831,0.48050764119662737,0.5985067307024126,1.3647303110122497,0.3703168330468518,712,147,82.99604543761232,60.45417793801593,71.5341000862076,8.474822183051966,0.0,-3.0,72.79123091950156,2,53.0,0.3228728635296383,402.0
0,86.20689655172414,0.5343051975915714,0.6178044156507152,1.3193042422880632,0.23336605397836907,696,116,83.95425916071659,59.836594588892766,70.69663104829431,7.653084966545972,0.0,-3.0,67.86241105766001,2,38.0,0.2458075563226269,368.0
0,86.58008658008659,0.5364660486364533,0.6044800494787994,1.3993550040763283,0.4974440073997046,693,130,91.09902201393209,65.02323807310837,67.52125386086296,7.490919634826313,0.0,-3.0,71.92028637414653,2,47.0,0.3063176128077751,368.0
0,86.83068017366136,0.5338765434546637,0.6051084531635273,1.29244424913827,0.25537370641999324,691,104,94.51119058200577,68.98368992804487,69.11101953393211,6.7264191558671085,0.0,-3.0,66.66460972725561,2,34.0,0.23180317550022228,348.0
0,84.98583569405099,0.5246295601440766,0.6324365010498212,1.4242950345259822,0.522936705631377,706,110,91.5603088430812,67.17113277611928,68.64923379194657,6.2825521922063565,0.0,-3.0,68.55110690805098,2,37.0,0.2545303550185824,349.0
0,83.56545961002786,0.6157753390815037,0.6533269445190074,1.451325000935471,0.5904047585268763,718,118,89.32739895172472,64.06677660002117,69.28124803965139,5.52803984773956,0.0,-3.0,71.76870846043163,2,44.0,0.30359281717085845,348.0
0,82.41758241758242,0.6524809494174912,0.6334644386710607,1.4877742048795797,0.7531855402815943,728,134,86.10335932634953,61.391482521244164,72.89731058685217,6.02876715345512,0.0,-3.0,72.20995449453521,2,49.0,0.3116495492261311,383.0
0,82.1917808219178,0.5386672358276178,0.6392953912505595,1.409857084700924,0.5309635740911696,730,147,89.68410799768411,63.04885891398137,73.07442267169107,7.416503965070564,0.0,-3.0,74.5198375553105,2,58.0,0.36107376278710385,395.0
0,82.75862068965517,0.6145189842774431,0.5759239817493238,1.4752602945928874,0.715210054843213,725,146,92.22734059345512,64.53483144637296,74.38348185061204,7.574007311006836,0.0,-3.0,74.01894817878883,2,57.0,0.3491772269735202,397.0
0,79.89347536617844,0.5406386911003587,0.6062581540162587,1.2999217443398607,0.17691330071326838,751,161,91.28424015129885,64.99369452430285,70.80912457702264,8.801975093883408,0.0,-3.0,73.51948231397975,2,59.0,0.33801636235970217,422.0
0,83.33333333333333,0.5457966605429677,0.591965352979033,1.6998577562796464,1.7156354593142664,720,148,90.33718664905757,64.55025450761332,72.05103424905887,8.099443577462674,0.0,-3.0,69.63740147264589,2,47.0,0.2694300970923398,422.0
0,80.86253369272237,0.5872625324712941,0.6747720095344535,1.4682983728743266,0.7995920372371352,742,154,87.9254044468437,64.52282112696345,70.92410464623823,6.384430425912503,0.0,-3.0,68.145748915929,2,46.0,0.2493328995107709,441.0
0,81.08108108108108,0.5222562303532825,0.6200486787516928,1.468356151093766,0.6469312544396626,740,131,92.15899071654633,66.99911410118376,70.43440963728783,6.401317083945208,0.0,-3.0,65.88715829103725,2,38.0,0.22341844332328953,409.0
0,81.30081300813008,0.5175992296880828,0.5953268428985918,1.4073256785425587,0.5424953514593698,738,146,94.85290607750825,69.11970031497785,69.9227960803411,6.88154452071075,0.0,-3.0,70.48669141395608,2,48.0,0.28218296710339996,409.0
