BP,BPM,Beats per Second (1000ms),Cumulative Perfusion Grad,Current Perfusion Grad,Decision,EGM Kurtosis RV,EGM Mean RV,EGM STD RV,EGM Skewness RV,Max Actual BP,Mean Actual BP,Per Cum. Kurtosis,Per Cum. Mean,Per Cum. STD,Per Cum. Skewness,Per Kurtosis,Per Mean,Per STD,Per Skewness,R-R Interval RV
0.0,60.0,1.0,0.0,0.0,2.0,8.66145557367823,0.12500209095424372,0.3596239334962328,3.1020880971181346,81.6,7.724399999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
0.0,60.0,1.0,0.0,0.0,2.0,7.781304715672556,0.15019172343038087,0.3600178135376701,2.897438100303419,119.9,18.404449999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
0.0,60.0,1.0,0.0,0.0,2.0,7.537056160794673,0.1686888310724353,0.3570878666334184,2.821580666875415,119.9,28.888149999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
0.0,60.0,1.0,0.0,0.0,2.0,7.416606998388881,0.18988914828985107,0.3523810147440239,2.767373958908742,119.9,38.1066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
0.0,71.51370679380214,1.0,0.0,0.0,2.0,5.446629989634795,0.24173727593677055,0.35745869166904537,2.3063722313359145,119.9,46.442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,839.0
0.0,71.51370679380214,1.0,0.0,0.0,2.0,4.329198964981077,0.28537577751813503,0.3583981012595162,2.005055046608872,119.9,55.19205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,839.0
27.0,71.51370679380214,1.0,4.189216218945091,8.110023739237718,2.0,4.566657392429501,0.32161136993897926,0.3452234748488012,1.987634459852639,127.2,67.06245,-0.41589973515959633,-0.8673319014148658,0.03755772231408896,0.734758443018565,-0.41589973515959633,0.8673319014148658,0.03755772231408896,-0.734758443018565,839.0
27.0,71.51370679380214,1.0,8.334115142676904,8.110023739237718,2.0,5.280974238687907,0.35085717998498217,0.32899762004423017,2.1214705998879673,127.2,77.73575,-0.41589973515959633,-1.7346638028297316,0.07511544462817792,0.734758443018565,-0.41589973515959633,0.8673319014148658,0.03755772231408896,-0.734758443018565,839.0
27.0,71.51370679380214,1.0,12.393129551784074,8.110023739237718,2.0,6.334018449082745,0.37212105949691704,0.3125712831727735,2.398532237904736,127.2,86.926,-0.41589973515961454,-2.601995704244599,0.11267316694226688,0.7347584430185473,-0.41589973515959633,0.8673319014148658,0.03755772231408896,-0.734758443018565,839.0
84.0,73.34963325183374,1.0,31.596165103495157,25.24457039361191,2.0,7.120203036493933,0.36533254024302236,0.24080672501547626,2.4817516277767124,127.2,95.27565,0.09075800033376291,-3.207487174837342,0.2637546283024838,0.9756305250815477,0.5446759515944701,0.6054914705927393,0.1516872188258575,-1.163801059686145,818.0
84.0,55.09641873278237,1.0,31.596165103495157,25.24457039361191,2.0,-0.6722172076898563,0.3277044922642176,0.1386974919969356,0.6929451062396056,127.2,97.37655,0.09075800033376291,-3.207487174837342,0.2637546283024838,0.9756305250815477,0.5446759515944701,0.6054914705927393,0.1516872188258575,-1.163801059686145,1089.0
84.0,55.09641873278237,1.0,31.596165103495157,25.24457039361191,2.0,-0.7550423123841941,0.33072761029103276,0.14195750657913997,0.511980616779036,134.7,99.11155000000001,0.09075800033376291,-3.207487174837342,0.2637546283024838,0.9756305250815477,0.5446759515944701,0.6054914705927393,0.1516872188258575,-1.163801059686145,1089.0
222.0,55.09641873278237,1.0,7.626505389370453,52.39351257110263,2.0,-0.8066365342338457,0.3241563423936347,0.14955338633119786,0.38543649454562956,134.7,99.29935,-1.2184687210829324,-3.981136552836663,0.3905928769412717,0.36663202309271753,-0.10444629139587125,0.7514694764331911,0.19509088022812998,-0.7910997503986903,1089.0
221.0,64.51612903225806,1.0,31.09561671061777,52.143680360163756,2.0,-0.6268795488804701,0.32088168822056984,0.13856660420106331,0.47146152259673124,134.7,99.15175,-1.4210926276256897,0.7661017789808495,0.10602233844367139,-0.1869769133398068,-0.10444629139586814,0.7447297037299669,0.19334115089055198,-0.7910997503986922,930.0
221.0,61.224489795918366,1.0,31.09561671061777,52.143680360163756,2.0,1.635345151495879,0.3415272147327492,0.17471577157829576,1.361873973497813,134.7,98.99600000000001,-1.4210926276256897,0.7661017789808495,0.10602233844367139,-0.1869769133398068,-0.10444629139586814,0.7447297037299669,0.19334115089055198,-0.7910997503986922,980.0
221.0,60.18054162487462,1.0,31.09561671061777,52.143680360163756,2.0,3.372947632779278,0.33997058279332826,0.1822519384579014,1.7302789887173766,134.7,100.2258,-1.4210926276256897,0.7661017789808495,0.10602233844367139,-0.1869769133398068,-0.10444629139586814,0.7447297037299669,0.19334115089055198,-0.7910997503986922,997.0
221.0,60.18054162487462,1.0,31.09561671061777,52.143680360163756,2.0,3.286974902152023,0.33043437886184535,0.18608368561121275,1.6988128536896492,134.7,100.25014999999999,-1.4210926276256897,0.7661017789808495,0.10602233844367139,-0.1869769133398068,-0.10444629139586814,0.7447297037299669,0.19334115089055198,-0.7910997503986922,997.0
194.0,60.18054162487462,1.0,38.68436678021678,53.870554801655075,2.0,3.5505885317867287,0.3309103597387424,0.18358943305305792,1.8076742493764437,134.7,99.73699999999998,-1.4079866801034422,0.7411062943036161,0.13512960039795652,-0.2261168599171259,-1.1013522232950876,0.7123147122297556,0.23366373552997527,-0.603005528444783,997.0
180.0,60.18054162487462,1.0,44.13394033008514,50.03644271939539,2.0,3.5352442316999246,0.3298838176532687,0.18410664517694966,1.7933153804439081,134.7,99.26975,-1.2628420658705992,0.7055937314455504,0.15619028551988096,-0.30693218770036534,-1.1013522232950868,0.6205007472830776,0.2035455958159956,-0.6030055284447827,997.0
180.0,66.815144766147,1.0,44.13394033008514,50.03644271939539,2.0,3.9159831451703804,0.3393872378825056,0.17792741245038476,1.8645738638983536,134.7,98.8201,-1.2628420658705992,0.7055937314455504,0.15619028551988096,-0.30693218770036534,-1.1013522232950868,0.6205007472830776,0.2035455958159956,-0.6030055284447827,898.0
180.0,66.815144766147,1.0,44.13394033008514,50.03644271939539,2.0,4.46914165967193,0.31516611789488974,0.18135983010766923,2.0179510299729895,134.7,99.29880000000001,-1.2628420658705992,0.7055937314455504,0.15619028551988096,-0.30693218770036534,-1.1013522232950868,0.6205007472830776,0.2035455958159956,-0.6030055284447827,898.0
180.0,66.815144766147,1.0,44.13394033008514,50.03644271939539,2.0,5.203115945702642,0.31994582598900023,0.1753821679832681,2.2110336132635124,130.1,97.6316,-1.2628420658705992,0.7055937314455504,0.15619028551988096,-0.30693218770036534,-1.1013522232950868,0.6205007472830776,0.2035455958159956,-0.6030055284447827,898.0
174.0,66.815144766147,1.0,50.767901591711656,56.974378826790925,2.0,5.012421644263503,0.33011804819429225,0.1736468654060701,2.1192606458019396,130.1,96.42670000000001,-1.2098215673087216,0.683754135300083,0.180478889061974,-0.34050007300136487,-0.9689777401007098,0.7026701794066847,0.2297305751894824,-0.5379600257266823,898.0
174.0,66.815144766147,1.0,55.04965330863012,56.974378826790925,2.0,5.448209464231741,0.34197661742915597,0.16758753384793196,2.213670798202267,130.1,95.84455000000001,-1.1002395987263995,0.7005058352153755,0.19896604757363678,-0.4262315370510642,-0.9689777401007098,0.7026701794066847,0.2297305751894824,-0.5379600257266823,898.0
174.0,60.483870967741936,1.0,55.04965330863012,56.974378826790925,2.0,-0.7083261688763938,0.31435947752900045,0.09854810585290487,0.3493753032726582,130.1,96.28040000000001,-1.1002395987263995,0.7005058352153755,0.19896604757363678,-0.4262315370510642,-0.9689777401007098,0.7026701794066847,0.2297305751894824,-0.5379600257266823,992.0
174.0,60.42296072507553,1.0,55.04965330863012,56.974378826790925,2.0,-0.3668626436626714,0.2973875414365424,0.09834141045608782,0.6569597713111203,130.1,98.32335,-1.1002395987263995,0.7005058352153755,0.19896604757363678,-0.4262315370510642,-0.9689777401007098,0.7026701794066847,0.2297305751894824,-0.5379600257266823,993.0
